atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,atc_level_05_note,DDD_O,DDD_oral_aerosol,DDD_P,DDD_R,DDD_SL,DDD_TD,unit_O,unit_oral_aerosol,unit_P,unit_R,unit_SL,unit_TD
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09AA13,moexipril,NA,15,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09AA14,temocapril,NA,10,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09AA15,zofenopril,NA,30,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09AA16,imidapril,NA,10,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BA,ACE inhibitors and diuretics,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BA01,captopril and diuretics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BA,ACE inhibitors and diuretics,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BA02,enalapril and diuretics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BA,ACE inhibitors and diuretics,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BA03,lisinopril and diuretics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BA,ACE inhibitors and diuretics,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BA04,perindopril and diuretics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BA,ACE inhibitors and diuretics,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BA05,ramipril and diuretics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BA,ACE inhibitors and diuretics,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BA06,quinapril and diuretics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BA,ACE inhibitors and diuretics,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BA07,benazepril and diuretics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BA,ACE inhibitors and diuretics,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BA08,cilazapril and diuretics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BA,ACE inhibitors and diuretics,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BA09,fosinopril and diuretics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BA,ACE inhibitors and diuretics,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BA12,delapril and diuretics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BA,ACE inhibitors and diuretics,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BA13,moexipril and diuretics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BA,ACE inhibitors and diuretics,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BA15,zofenopril and diuretics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BB,ACE inhibitors and calcium channel blockers,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BB02,enalapril and lercanidipine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BB,ACE inhibitors and calcium channel blockers,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BB03,lisinopril and amlodipine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BB,ACE inhibitors and calcium channel blockers,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BB04,perindopril and amlodipine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BB,ACE inhibitors and calcium channel blockers,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BB05,ramipril and felodipine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BB,ACE inhibitors and calcium channel blockers,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BB06,enalapril and nitrendipine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BB,ACE inhibitors and calcium channel blockers,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BB07,ramipril and amlodipine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BB,ACE inhibitors and calcium channel blockers,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BB10,trandolapril and verapamil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BB,ACE inhibitors and calcium channel blockers,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BB12,delapril and manidipine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BB,ACE inhibitors and calcium channel blockers,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BB13,benazepril and amlodipine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BX,"ACE inhibitors, other combinations",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BX01,"perindopril, amlodipine and indapamide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BX,"ACE inhibitors, other combinations",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BX02,perindopril and bisoprolol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BX,"ACE inhibitors, other combinations",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BX03,"ramipril, amlodipine and hydrochlorothiazide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BX,"ACE inhibitors, other combinations",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BX04,"perindopril, bisoprolol and amlodipine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BX,"ACE inhibitors, other combinations",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BX05,ramipril and bisoprolol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BX,"ACE inhibitors, other combinations",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BX06,"perindopril, bisoprolol, amlodipine and indapamide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BX,"ACE inhibitors, other combinations",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09BX07,zofenopril and nebivolol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers (ARBs), plain",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09CA01,losartan,NA,50,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers (ARBs), plain",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09CA02,eprosartan,NA,0.6,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers (ARBs), plain",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09CA03,valsartan,NA,80,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers (ARBs), plain",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09CA04,irbesartan,NA,0.15,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers (ARBs), plain",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09CA05,tasosartan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers (ARBs), plain",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09CA06,candesartan,NA,8,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers (ARBs), plain",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09CA07,telmisartan,NA,40,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers (ARBs), plain",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09CA08,olmesartan medoxomil,NA,20,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers (ARBs), plain",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09CA09,azilsartan medoxomil,NA,40,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers (ARBs), plain",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09CA10,fimasartan,NA,60,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09DA01,losartan and diuretics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09DA02,eprosartan and diuretics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09DA03,valsartan and diuretics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09DA04,irbesartan and diuretics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09DA06,candesartan and diuretics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09DA07,telmisartan and diuretics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09DA08,olmesartan medoxomil and diuretics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09DA09,azilsartan medoxomil and diuretics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09DA10,fimasartan and diuretics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DB,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09DB01,valsartan and amlodipine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DB,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09DB02,olmesartan medoxomil and amlodipine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DB,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09DB04,telmisartan and amlodipine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DB,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09DB05,irbesartan and amlodipine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DB,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09DB06,losartan and amlodipine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DB,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09DB07,candesartan and amlodipine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DB,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09DB08,valsartan and lercanidipine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DB,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09DB09,fimasartan and amlodipine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",The DDDs are based on the treatment of mild-moderate hypertension.See comments to C02L concerning the principles for assignment of DDDs for combined preparations.,C09DX01,"valsartan, amlodipine and hydrochlorothiazide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
