atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,DDD_O,DDD_P,DDD_R,DDD_SL,DDD_TD,note,unit_O,unit_P,unit_R,unit_SL,unit_TD
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BD,Combinations of oral blood glucose lowering drugs,"It has been considered most appropriate to assign fixed DDDs based on the average use of the different combinations without considering and comparing the strengths of the various components.  One UD is the fixed DDD for products dosed as 1 tablet daily whereas two UD is the fixed DDD for products dosed as 2 tablets daily.  The assigned DDDs cannot always be compared with the DDDs assigned for plain preparations.See list of DDDs for combined products, www.whocc.no.",A10BD26,metformin and lobeglitazone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BD,Combinations of oral blood glucose lowering drugs,"It has been considered most appropriate to assign fixed DDDs based on the average use of the different combinations without considering and comparing the strengths of the various components.  One UD is the fixed DDD for products dosed as 1 tablet daily whereas two UD is the fixed DDD for products dosed as 2 tablets daily.  The assigned DDDs cannot always be compared with the DDDs assigned for plain preparations.See list of DDDs for combined products, www.whocc.no.",A10BD27,"metformin, linagliptin and empagliflozin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BD,Combinations of oral blood glucose lowering drugs,"It has been considered most appropriate to assign fixed DDDs based on the average use of the different combinations without considering and comparing the strengths of the various components.  One UD is the fixed DDD for products dosed as 1 tablet daily whereas two UD is the fixed DDD for products dosed as 2 tablets daily.  The assigned DDDs cannot always be compared with the DDDs assigned for plain preparations.See list of DDDs for combined products, www.whocc.no.",A10BD28,metformin and teneligliptin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BD,Combinations of oral blood glucose lowering drugs,"It has been considered most appropriate to assign fixed DDDs based on the average use of the different combinations without considering and comparing the strengths of the various components.  One UD is the fixed DDD for products dosed as 1 tablet daily whereas two UD is the fixed DDD for products dosed as 2 tablets daily.  The assigned DDDs cannot always be compared with the DDDs assigned for plain preparations.See list of DDDs for combined products, www.whocc.no.",A10BD29,sitagliptin and dapagliflozin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BF,Alpha glucosidase inhibitors,NA,A10BF01,acarbose,0.3,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BF,Alpha glucosidase inhibitors,NA,A10BF02,miglitol,0.3,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BF,Alpha glucosidase inhibitors,NA,A10BF03,voglibose,0.6,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BG,Thiazolidinediones,The DDD for troglitazone is based on combination therapy.  The DDDs for rosiglitazone and pioglitazone are based on monotherapy.,A10BG01,troglitazone,0.4,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BG,Thiazolidinediones,The DDD for troglitazone is based on combination therapy.  The DDDs for rosiglitazone and pioglitazone are based on monotherapy.,A10BG02,rosiglitazone,6,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BG,Thiazolidinediones,The DDD for troglitazone is based on combination therapy.  The DDDs for rosiglitazone and pioglitazone are based on monotherapy.,A10BG03,pioglitazone,30,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BG,Thiazolidinediones,The DDD for troglitazone is based on combination therapy.  The DDDs for rosiglitazone and pioglitazone are based on monotherapy.,A10BG04,lobeglitazone,0.5,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,NA,A10BH01,sitagliptin,0.1,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,NA,A10BH02,vildagliptin,0.1,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,NA,A10BH03,saxagliptin,5,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,NA,A10BH04,alogliptin,25,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,NA,A10BH05,linagliptin,5,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,NA,A10BH06,gemigliptin,50,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,NA,A10BH07,evogliptin,5,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,NA,A10BH08,teneligliptin,20,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,NA,A10BH51,sitagliptin and simvastatin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,NA,A10BH52,gemigliptin and rosuvastatin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,NA,A10BJ01,exenatide,NA,0.286,NA,NA,NA,depot inj,NA,mg,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,NA,A10BJ01,exenatide,NA,15,NA,NA,NA,NA,NA,mcg,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,NA,A10BJ02,liraglutide,NA,1.5,NA,NA,NA,NA,NA,mg,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,NA,A10BJ03,lixisenatide,NA,20,NA,NA,NA,NA,NA,mcg,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,NA,A10BJ04,albiglutide,NA,5.7,NA,NA,NA,NA,NA,mg,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,NA,A10BJ05,dulaglutide,NA,0.16,NA,NA,NA,NA,NA,mg,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,NA,A10BJ06,semaglutide,10.5,0.11,NA,NA,NA,NA,mg,mg,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,NA,A10BJ07,beinaglutide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BK,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,NA,A10BK01,dapagliflozin,10,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BK,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,NA,A10BK02,canagliflozin,0.2,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BK,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,NA,A10BK03,empagliflozin,17.5,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BK,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,NA,A10BK04,ertugliflozin,10,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BK,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,NA,A10BK05,ipragliflozin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BK,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,NA,A10BK06,sotagliflozin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BK,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,NA,A10BK07,luseogliflozin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BK,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,NA,A10BK08,bexagliflozin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BX,"Other blood glucose lowering drugs, excl. insulins",NA,A10BX01,guar gum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BX,"Other blood glucose lowering drugs, excl. insulins",NA,A10BX02,repaglinide,4,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BX,"Other blood glucose lowering drugs, excl. insulins",NA,A10BX03,nateglinide,0.36,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BX,"Other blood glucose lowering drugs, excl. insulins",NA,A10BX05,pramlintide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BX,"Other blood glucose lowering drugs, excl. insulins",NA,A10BX06,benfluorex,0.45,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BX,"Other blood glucose lowering drugs, excl. insulins",NA,A10BX08,mitiglinide,30,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BX,"Other blood glucose lowering drugs, excl. insulins",NA,A10BX15,imeglimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BX,"Other blood glucose lowering drugs, excl. insulins",NA,A10BX16,tirzepatide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BX,"Other blood glucose lowering drugs, excl. insulins",NA,A10BX17,carfloglitazar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BX,"Other blood glucose lowering drugs, excl. insulins",NA,A10BX18,dorzagliatin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10X,OTHER DRUGS USED IN DIABETES,A10XA,Aldose reductase inhibitors,NA,A10XA01,tolrestat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10X,OTHER DRUGS USED IN DIABETES,A10XX,Other drugs used in diabetes,NA,A10XX01,teplizumab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11A,"MULTIVITAMINS, COMBINATIONS",A11AA,Multivitamins with minerals,"The DDDs are based on prophylaxis.  For simplicity, the DDDs for oral formulations are given as fixed doses (1 tablet = 1 UD; 30 ml mixture = 6 UD).",A11AA01,multivitamins and iron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11A,"MULTIVITAMINS, COMBINATIONS",A11AA,Multivitamins with minerals,"The DDDs are based on prophylaxis.  For simplicity, the DDDs for oral formulations are given as fixed doses (1 tablet = 1 UD; 30 ml mixture = 6 UD).",A11AA02,multivitamins and calcium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11A,"MULTIVITAMINS, COMBINATIONS",A11AA,Multivitamins with minerals,"The DDDs are based on prophylaxis.  For simplicity, the DDDs for oral formulations are given as fixed doses (1 tablet = 1 UD; 30 ml mixture = 6 UD).",A11AA03,"multivitamins and other minerals, incl. combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11A,"MULTIVITAMINS, COMBINATIONS",A11AA,Multivitamins with minerals,"The DDDs are based on prophylaxis.  For simplicity, the DDDs for oral formulations are given as fixed doses (1 tablet = 1 UD; 30 ml mixture = 6 UD).",A11AA04,multivitamins and trace elements,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11A,"MULTIVITAMINS, COMBINATIONS",A11AB,"Multivitamins, other combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11B,"MULTIVITAMINS, PLAIN",A11BA,"Multivitamins, plain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CA,"Vitamin A, plain",The DDD is based on treatment of vitamin A deficiency.,A11CA01,retinol (vit A),50,50,NA,NA,NA,NA,TU,TU,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CA,"Vitamin A, plain",The DDD is based on treatment of vitamin A deficiency.,A11CA02,betacarotene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CB,Vitamin A and D in combination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,The DDDs are based on therapeutic use.  No DDD is established for ergocalciferol due to great differences between doses used for various indications. The DDD of 20 mcg colecalciferol corresponds to 800 IU.,A11CC01,ergocalciferol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,The DDDs are based on therapeutic use.  No DDD is established for ergocalciferol due to great differences between doses used for various indications. The DDD of 20 mcg colecalciferol corresponds to 800 IU.,A11CC02,dihydrotachysterol,1,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,The DDDs are based on therapeutic use.  No DDD is established for ergocalciferol due to great differences between doses used for various indications. The DDD of 20 mcg colecalciferol corresponds to 800 IU.,A11CC03,alfacalcidol,1,1,NA,NA,NA,NA,mcg,mcg,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,The DDDs are based on therapeutic use.  No DDD is established for ergocalciferol due to great differences between doses used for various indications. The DDD of 20 mcg colecalciferol corresponds to 800 IU.,A11CC04,calcitriol,1,1,NA,NA,NA,NA,mcg,mcg,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,The DDDs are based on therapeutic use.  No DDD is established for ergocalciferol due to great differences between doses used for various indications. The DDD of 20 mcg colecalciferol corresponds to 800 IU.,A11CC05,colecalciferol,20,NA,NA,NA,NA,NA,mcg,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,The DDDs are based on therapeutic use.  No DDD is established for ergocalciferol due to great differences between doses used for various indications. The DDD of 20 mcg colecalciferol corresponds to 800 IU.,A11CC06,calcifediol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,The DDDs are based on therapeutic use.  No DDD is established for ergocalciferol due to great differences between doses used for various indications. The DDD of 20 mcg colecalciferol corresponds to 800 IU.,A11CC20,combinations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,The DDDs are based on therapeutic use.  No DDD is established for ergocalciferol due to great differences between doses used for various indications. The DDD of 20 mcg colecalciferol corresponds to 800 IU.,A11CC55,"colecalciferol, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11D,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12",A11DA,"Vitamin B1, plain",The DDDs are based on treatment of vitamin B1 deficiency.,A11DA01,thiamine (vit B1),50,50,NA,NA,NA,NA,mg,mg,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11D,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12",A11DA,"Vitamin B1, plain",The DDDs are based on treatment of vitamin B1 deficiency.,A11DA02,sulbutiamine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11D,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12",A11DA,"Vitamin B1, plain",The DDDs are based on treatment of vitamin B1 deficiency.,A11DA03,benfotiamine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11D,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12",A11DB,Vitamin B1 in combination with vitamin B6 and/or vitamin B12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11E,"VITAMIN B-COMPLEX, INCL. COMBINATIONS",A11EA,"Vitamin B-complex, plain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11E,"VITAMIN B-COMPLEX, INCL. COMBINATIONS",A11EB,Vitamin B-complex with vitamin C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11E,"VITAMIN B-COMPLEX, INCL. COMBINATIONS",A11EC,Vitamin B-complex with minerals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11E,"VITAMIN B-COMPLEX, INCL. COMBINATIONS",A11ED,Vitamin B-complex with anabolic steroids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11E,"VITAMIN B-COMPLEX, INCL. COMBINATIONS",A11EX,"Vitamin B-complex, other combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"Ascorbic acid (vitamin C), plain","The DDD refers to the assumed daily requirement.For combination products, the DDDs are given as fixed doses for all tablets (1 tablet = 1 UD).",A11GA01,ascorbic acid (vit C),0.2,0.2,NA,NA,NA,NA,g,g,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GB,"Ascorbic acid (vitamin C), combinations","The DDD refers to the assumed daily requirement.For combination products, the DDDs are given as fixed doses for all tablets (1 tablet = 1 UD).",A11GB01,ascorbic acid (vit C) and calcium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11H,OTHER PLAIN VITAMIN PREPARATIONS,A11HA,Other plain vitamin preparations,"DDDs are established only for tocopherol, pyridoxine and nicotinamide, and refer to assumed daily requirement in vitamin deficiency.",A11HA01,nicotinamide,0.15,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11H,OTHER PLAIN VITAMIN PREPARATIONS,A11HA,Other plain vitamin preparations,"DDDs are established only for tocopherol, pyridoxine and nicotinamide, and refer to assumed daily requirement in vitamin deficiency.",A11HA02,pyridoxine (vit B6),0.16,0.16,NA,NA,NA,NA,g,g,NA,NA,NA
A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11H,OTHER PLAIN VITAMIN PREPARATIONS,A11HA,Other plain vitamin preparations,"DDDs are established only for tocopherol, pyridoxine and nicotinamide, and refer to assumed daily requirement in vitamin deficiency.",A11HA03,tocopherol (vit E),0.2,0.2,NA,NA,NA,NA,g,g,NA,NA,NA
