atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,atc_level_05_note,DDD_chewing_gum,DDD_implant,DDD_inhale,DDD_inhaleaerosol,DDD_inhalepowder,DDD_N,DDD_O,DDD_P,DDD_R,DDD_SL,DDD_TD,unit_chewing_gum,unit_implant,unit_inhale,unit_inhaleaerosol,unit_inhalepowder,unit_N,unit_O,unit_P,unit_R,unit_SL,unit_TD
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CD,Benzodiazepine derivatives,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet. The DDDs for nasal and sublingual formulations (oromucosal administration) of midazolam are based on acute treatment of seizures in patients with epilepsy.,N05CD10,quazepam,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CD,Benzodiazepine derivatives,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet. The DDDs for nasal and sublingual formulations (oromucosal administration) of midazolam are based on acute treatment of seizures in patients with epilepsy.,N05CD11,loprazolam,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CD,Benzodiazepine derivatives,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet. The DDDs for nasal and sublingual formulations (oromucosal administration) of midazolam are based on acute treatment of seizures in patients with epilepsy.,N05CD12,doxefazepam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CD,Benzodiazepine derivatives,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet. The DDDs for nasal and sublingual formulations (oromucosal administration) of midazolam are based on acute treatment of seizures in patients with epilepsy.,N05CD13,cinolazepam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CD,Benzodiazepine derivatives,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet. The DDDs for nasal and sublingual formulations (oromucosal administration) of midazolam are based on acute treatment of seizures in patients with epilepsy.,N05CD14,remimazolam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CD,Benzodiazepine derivatives,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet. The DDDs for nasal and sublingual formulations (oromucosal administration) of midazolam are based on acute treatment of seizures in patients with epilepsy.,N05CD15,nimetazepam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CE,Piperidinedione derivatives,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CE01,glutethimide,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CE,Piperidinedione derivatives,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CE02,methyprylon,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CE,Piperidinedione derivatives,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CE03,pyrithyldione,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CF,Benzodiazepine related drugs,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CF01,zopiclone,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CF,Benzodiazepine related drugs,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CF02,zolpidem,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CF,Benzodiazepine related drugs,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CF03,zaleplon,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CF,Benzodiazepine related drugs,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CF04,eszopiclone,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CH,Melatonin receptor agonists,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet. The DDD for melatonin is based on dose recommendations for the 2  mg depot tablet approved in Europe.,N05CH01,melatonin,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CH,Melatonin receptor agonists,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet. The DDD for melatonin is based on dose recommendations for the 2  mg depot tablet approved in Europe.,N05CH02,ramelteon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CH,Melatonin receptor agonists,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet. The DDD for melatonin is based on dose recommendations for the 2  mg depot tablet approved in Europe.,N05CH03,tasimelteon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CJ,Orexin receptor antagonists,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CJ01,suvorexant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CJ,Orexin receptor antagonists,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CJ02,lemborexant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CJ,Orexin receptor antagonists,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CJ03,daridorexant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CM,Other hypnotics and sedatives,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CM01,methaqualone,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CM,Other hypnotics and sedatives,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CM02,clomethiazole,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,g,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CM,Other hypnotics and sedatives,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CM03,bromisoval,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CM,Other hypnotics and sedatives,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CM04,carbromal,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CM,Other hypnotics and sedatives,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CM05,scopolamine,NA,NA,NA,NA,NA,NA,NA,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,mg,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CM,Other hypnotics and sedatives,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CM06,propiomazine,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CM,Other hypnotics and sedatives,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CM07,triclofos,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CM,Other hypnotics and sedatives,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CM08,ethchlorvynol,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CM,Other hypnotics and sedatives,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CM09,Valerianae radix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CM,Other hypnotics and sedatives,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CM10,hexapropymate,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CM,Other hypnotics and sedatives,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CM11,bromides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CM,Other hypnotics and sedatives,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CM12,apronal,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CM,Other hypnotics and sedatives,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CM13,valnoctamide,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CM,Other hypnotics and sedatives,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CM15,methylpentynol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CM,Other hypnotics and sedatives,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CM16,niaprazine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CM,Other hypnotics and sedatives,The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CM18,dexmedetomidine,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CX,"Hypnotics and sedatives in combination, excl. barbiturates",The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CX01,"meprobamate, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CX,"Hypnotics and sedatives in combination, excl. barbiturates",The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CX02,"methaqualone, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CX,"Hypnotics and sedatives in combination, excl. barbiturates",The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CX03,"methylpentynol, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CX,"Hypnotics and sedatives in combination, excl. barbiturates",The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CX04,"clomethiazole, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CX,"Hypnotics and sedatives in combination, excl. barbiturates",The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CX05,"emepronium, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CX,"Hypnotics and sedatives in combination, excl. barbiturates",The DDDs are based on use of the drugs as hypnotics.The DDD for melatonin is based on dose recommendations in EU for the 2 mg depot tablet.,N05CX06,"dipiperonylaminoethanol, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors,The DDDs are based on treatment of moderately severe depressions.,N06AA01,desipramine,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors,The DDDs are based on treatment of moderately severe depressions.,N06AA02,imipramine,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,g,NA,NA,NA
N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors,The DDDs are based on treatment of moderately severe depressions.,N06AA03,imipramine oxide,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors,The DDDs are based on treatment of moderately severe depressions.,N06AA04,clomipramine,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,g,NA,NA,NA
N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors,The DDDs are based on treatment of moderately severe depressions.,N06AA05,opipramol,NA,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors,The DDDs are based on treatment of moderately severe depressions.,N06AA06,trimipramine,NA,NA,NA,NA,NA,NA,NA,0.15,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,g,NA,NA,NA
N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors,The DDDs are based on treatment of moderately severe depressions.,N06AA07,lofepramine,NA,NA,NA,NA,NA,NA,NA,0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors,The DDDs are based on treatment of moderately severe depressions.,N06AA08,dibenzepin,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors,The DDDs are based on treatment of moderately severe depressions.,N06AA09,amitriptyline,NA,NA,NA,NA,NA,NA,NA,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,mg,NA,NA,NA
N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors,The DDDs are based on treatment of moderately severe depressions.,N06AA10,nortriptyline,NA,NA,NA,NA,NA,NA,NA,75,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,mg,NA,NA,NA
N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors,The DDDs are based on treatment of moderately severe depressions.,N06AA11,protriptyline,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors,The DDDs are based on treatment of moderately severe depressions.,N06AA12,doxepin,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,g,NA,NA,NA
N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors,The DDDs are based on treatment of moderately severe depressions.,N06AA13,iprindole,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors,The DDDs are based on treatment of moderately severe depressions.,N06AA14,melitracen,NA,NA,NA,NA,NA,NA,NA,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,mg,NA,NA,NA
N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors,The DDDs are based on treatment of moderately severe depressions.,N06AA15,butriptyline,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors,The DDDs are based on treatment of moderately severe depressions.,N06AA16,dosulepin,NA,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors,The DDDs are based on treatment of moderately severe depressions.,N06AA17,amoxapine,NA,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors,The DDDs are based on treatment of moderately severe depressions.,N06AA18,dimetacrine,NA,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors,The DDDs are based on treatment of moderately severe depressions.,N06AA19,amineptine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors,The DDDs are based on treatment of moderately severe depressions.,N06AA21,maprotiline,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,g,NA,NA,NA
N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors,The DDDs are based on treatment of moderately severe depressions.,N06AA23,quinupramine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AB,Selective serotonin reuptake inhibitors,The DDDs are based on treatment of moderately severe depressions.,N06AB02,zimeldine,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AB,Selective serotonin reuptake inhibitors,The DDDs are based on treatment of moderately severe depressions.,N06AB03,fluoxetine,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AB,Selective serotonin reuptake inhibitors,The DDDs are based on treatment of moderately severe depressions.,N06AB04,citalopram,NA,NA,NA,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,mg,NA,NA,NA
N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AB,Selective serotonin reuptake inhibitors,The DDDs are based on treatment of moderately severe depressions.,N06AB05,paroxetine,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AB,Selective serotonin reuptake inhibitors,The DDDs are based on treatment of moderately severe depressions.,N06AB06,sertraline,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
